"X" "chr" "start" "end" "strand" "gene.name" "center" "loci_group" "OR_cluster" "class"
"459" 1692729 "chr19" 13479252 13480196 "-" "Olfr1475" 13479724 "chr19_1" "OR-Cluster-36" "II"
"460" 1692736 "chr19" 13488351 13488717 "+" "Olfr1476-ps1" 13488534 "chr19_1" "OR-Cluster-36" "II"
"461" 1692739 "chr19" 13500546 13506192 "+" "Olfr1477" 13503369 "chr19_1" "OR-Cluster-36" "II"
"462" 1692758 "chr19" 13505325 13505715 "+" "Olfr1478-ps1" 13505520 "chr19_1" "OR-Cluster-36" "II"
"463" 1692761 "chr19" 13511526 13511907 "+" "Olfr1479-ps1" 13511716.5 "chr19_1" "OR-Cluster-36" "II"
"464" 1692764 "chr19" 13527913 13531275 "+" "Olfr1480" 13529594 "chr19_1" "OR-Cluster-36" "II"
"465" 1692809 "chr19" 13535390 13535523 "+" "Olfr1481-ps1" 13535456.5 "chr19_1" "OR-Cluster-36" "II"
"466" 1692812 "chr19" 13563036 13563213 "-" "Olfr1482-ps1" 13563124.5 "chr19_1" "OR-Cluster-36" "II"
"467" 1692815 "chr19" 13566801 13567134 "+" "Olfr1483-ps1" 13566967.5 "chr19_1" "OR-Cluster-36" "II"
"468" 1692818 "chr19" 13583511 13588832 "+" "Olfr1484" 13586171.5 "chr19_1" "OR-Cluster-36" "II"
"469" 1692874 "chr19" 13588290 13588659 "+" "Olfr1485-ps1" 13588474.5 "chr19_1" "OR-Cluster-36" "II"
"470" 1692877 "chr19" 13593996 13594215 "+" "Olfr1486-ps1" 13594105.5 "chr19_1" "OR-Cluster-36" "II"
"471" 1692886 "chr19" 13617375 13623072 "+" "Olfr1487" 13620223.5 "chr19_1" "OR-Cluster-36" "II"
"472" 1692927 "chr19" 13625625 13625760 "+" "Olfr1488-ps1" 13625692.5 "chr19_1" "OR-Cluster-36" "II"
"473" 1692930 "chr19" 13631621 13643987 "+" "Olfr1489" 13637804 "chr19_1" "OR-Cluster-36" "II"
"474" 1692952 "chr19" 13651091 13659545 "+" "Olfr1490" 13655318 "chr19_1" "OR-Cluster-36" "II"
"475" 1692971 "chr19" 13697268 13706127 "+" "Olfr1491" 13701697.5 "chr19_1" "OR-Cluster-36" "II"
"476" 1693037 "chr19" 13718013 13718877 "+" "Olfr1492-ps1" 13718445 "chr19_1" "OR-Cluster-36" "II"
"477" 1693040 "chr19" 13723278 13727983 "+" "Olfr1493-ps1" 13725630.5 "chr19_1" "OR-Cluster-36" "II"
"478" 1693061 "chr19" 13739728 13750479 "+" "Olfr1494" 13745103.5 "chr19_1" "OR-Cluster-36" "II"
"479" 1693088 "chr19" 13764606 13770248 "+" "Olfr1495" 13767427 "chr19_1" "OR-Cluster-36" "II"
"480" 1693116 "chr19" 13777878 13782920 "+" "Olfr1496" 13780399 "chr19_1" "OR-Cluster-36" "II"
"481" 1693140 "chr19" 13794324 13798202 "-" "Olfr1497" 13796263 "chr19_1" "OR-Cluster-36" "II"
"482" 1693156 "chr19" 13804428 13806257 "-" "Olfr1498-ps1" 13805342.5 "chr19_1" "OR-Cluster-36" "II"
"483" 1693160 "chr19" 13814275 13819447 "-" "Olfr1499" 13816861 "chr19_1" "OR-Cluster-36" "II"
"484" 1693177 "chr19" 13826882 13830488 "-" "Olfr1500" 13828685 "chr19_1" "OR-Cluster-36" "II"
"485" 1693262 "chr19" 13835033 13850692 "-" "Olfr1501" 13842862.5 "chr19_1" "OR-Cluster-36" "II"
"486" 1693287 "chr19" 13861795 13862745 "+" "Olfr1502" 13862270 "chr19_1" "OR-Cluster-36" "II"
"487" 1693294 "chr19" 13877451 13878253 "+" "Olfr1503-ps1" 13877852 "chr19_1" "OR-Cluster-36" "II"
"488" 1693297 "chr19" 13886920 13897928 "-" "Olfr1504" 13892424 "chr19_1" "OR-Cluster-36" "II"
"489" 1693314 "chr19" 13913530 13921866 "+" "Olfr1505" 13917698 "chr19_1" "OR-Cluster-36" "II"
"490" 154079 "chr2" 36285023 36285914 "+" "Olfr334-ps1" 36285468.5 "chr2_3" "OR-Cluster-37" "II"
"491" 154082 "chr2" 36301541 36302479 "+" "Olfr335-ps" 36302010 "chr2_3" "OR-Cluster-37" "II"
"492" 154088 "chr2" 36323324 36324263 "+" "Olfr336-ps1" 36323793.5 "chr2_3" "OR-Cluster-37" "II"
"493" 154091 "chr2" 36336611 36337136 "+" "Olfr337-ps1" 36336873.5 "chr2_3" "OR-Cluster-37" "II"
"494" 154096 "chr2" 36373519 36382433 "+" "Olfr338" 36377976 "chr2_3" "OR-Cluster-37" "II"
"495" 154124 "chr2" 36418947 36426123 "+" "Olfr339" 36422535 "chr2_3" "OR-Cluster-37" "II"
"496" 154140 "chr2" 36452587 36453525 "+" "Olfr340" 36453056 "chr2_3" "OR-Cluster-37" "II"
"497" 154147 "chr2" 36473721 36482468 "-" "Olfr341" 36478094.5 "chr2_3" "OR-Cluster-37" "II"
"498" 154165 "chr2" 36524998 36530790 "+" "Olfr342" 36527894 "chr2_3" "OR-Cluster-37" "II"
"499" 154187 "chr2" 36539197 36539499 "+" "Olfr343-ps1" 36539348 "chr2_3" "OR-Cluster-37" "II"
"500" 154190 "chr2" 36566662 36576178 "+" "Olfr344" 36571420 "chr2_3" "OR-Cluster-37" "II"
"501" 154206 "chr2" 36640041 36640976 "+" "Olfr345" 36640508.5 "chr2_3" "OR-Cluster-37" "II"
"502" 154213 "chr2" 36685788 36691293 "+" "Olfr346" 36688540.5 "chr2_3" "OR-Cluster-37" "II"
"503" 154231 "chr2" 36731902 36737640 "+" "Olfr347" 36734771 "chr2_3" "OR-Cluster-37" "II"
"504" 154251 "chr2" 36784276 36789998 "+" "Olfr348" 36787137 "chr2_3" "OR-Cluster-37" "II"
"505" 154285 "chr2" 36790538 36797392 "+" "Olfr50" 36793965 "chr2_3" "OR-Cluster-37" "II"
"506" 154318 "chr2" 36811492 36817032 "-" "Olfr3" 36814262 "chr2_3" "OR-Cluster-37" "II"
"507" 154334 "chr2" 36844518 36845126 "+" "Olfr349-ps1" 36844822 "chr2_3" "OR-Cluster-37" "II"
"508" 154337 "chr2" 36846310 36851702 "+" "Olfr350" 36849006 "chr2_3" "OR-Cluster-37" "II"
"509" 154366 "chr2" 36857539 36862660 "-" "Olfr351" 36860099.5 "chr2_3" "OR-Cluster-37" "II"
"510" 154391 "chr2" 36868460 36872785 "+" "Olfr352" 36870622.5 "chr2_3" "OR-Cluster-37" "II"
"511" 154407 "chr2" 36887293 36892936 "-" "Olfr353" 36890114.5 "chr2_3" "OR-Cluster-37" "II"
"512" 154432 "chr2" 36905680 36916038 "+" "Olfr354" 36910859 "chr2_3" "OR-Cluster-37" "II"
"513" 154455 "chr2" 36925190 36928897 "-" "Olfr355" 36927043.5 "chr2_3" "OR-Cluster-37" "II"
"514" 154471 "chr2" 36937121 36938068 "+" "Olfr356" 36937594.5 "chr2_3" "OR-Cluster-37" "II"
"515" 154478 "chr2" 36993827 37001847 "+" "Olfr357" 36997837 "chr2_3" "OR-Cluster-37" "II"
"516" 154494 "chr2" 37002163 37009335 "-" "Olfr358" 37005749 "chr2_3" "OR-Cluster-37" "II"
"517" 154513 "chr2" 37019271 37020196 "-" "Olfr359-ps1" 37019733.5 "chr2_3" "OR-Cluster-37" "II"
"518" 154519 "chr2" 37065746 37069651 "+" "Olfr360" 37067698.5 "chr2_3" "OR-Cluster-37" "II"
"519" 154540 "chr2" 37083736 37089290 "-" "Olfr361" 37086513 "chr2_3" "OR-Cluster-37" "II"
"520" 154571 "chr2" 37101706 37117910 "-" "Olfr362" 37109808 "chr2_3" "OR-Cluster-37" "II"
"521" 154600 "chr2" 37106257 37106510 "-" "Olfr363-ps" 37106383.5 "chr2_3" "OR-Cluster-37" "II"
"522" 154603 "chr2" 37139322 37148585 "+" "Olfr364-ps1" 37143953.5 "chr2_3" "OR-Cluster-37" "II"
"523" 154639 "chr2" 37188198 37206019 "+" "Olfr365" 37197108.5 "chr2_3" "OR-Cluster-37" "II"
"524" 154667 "chr2" 37211574 37224506 "+" "Olfr366" 37218040 "chr2_3" "OR-Cluster-37" "II"
"525" 154683 "chr2" 37266951 37271387 "+" "Olfr367-ps" 37269169 "chr2_3" "OR-Cluster-37" "II"
"526" 154695 "chr2" 37326515 37332772 "+" "Olfr368" 37329643.5 "chr2_3" "OR-Cluster-37" "II"
"527" 183126 "chr2" 85330779 85339315 "-" "Olfr987" 85335047 "chr2_2" "OR-Cluster-38" "II"
"528" 183158 "chr2" 85352428 85363227 "-" "Olfr988" 85357827.5 "chr2_2" "OR-Cluster-38" "II"
"529" 183186 "chr2" 85374853 85380487 "-" "Olfr989-ps1" 85377670 "chr2_2" "OR-Cluster-38" "II"
"530" 183191 "chr2" 85388132 85389035 "-" "Olfr990-ps1" 85388583.5 "chr2_2" "OR-Cluster-38" "II"
"531" 183194 "chr2" 85397709 85398616 "-" "Olfr991-ps1" 85398162.5 "chr2_2" "OR-Cluster-38" "II"
"532" 183197 "chr2" 85398824 85409469 "-" "Olfr992" 85404146.5 "chr2_2" "OR-Cluster-38" "II"
"533" 183243 "chr2" 85413933 85414877 "-" "Olfr993" 85414405 "chr2_2" "OR-Cluster-38" "II"
"534" 183253 "chr2" 85429380 85436451 "-" "Olfr994" 85432915.5 "chr2_2" "OR-Cluster-38" "II"
"535" 183281 "chr2" 85437528 85443639 "-" "Olfr995" 85440583.5 "chr2_2" "OR-Cluster-38" "II"
"536" 183328 "chr2" 85579215 85580282 "+" "Olfr996" 85579748.5 "chr2_2" "OR-Cluster-38" "II"
"537" 183336 "chr2" 85585104 85586042 "+" "Olfr997-ps1" 85585573 "chr2_2" "OR-Cluster-38" "II"
"538" 183339 "chr2" 85588948 85591893 "+" "Olfr998" 85590420.5 "chr2_2" "OR-Cluster-38" "II"
"539" 183356 "chr2" 85601769 85602717 "-" "Olfr999-ps1" 85602243 "chr2_2" "OR-Cluster-38" "II"
"540" 183359 "chr2" 85607037 85611903 "-" "Olfr1000" 85609470 "chr2_2" "OR-Cluster-38" "II"
"541" 183384 "chr2" 85633431 85634375 "+" "Olfr1001-ps1" 85633903 "chr2_2" "OR-Cluster-38" "II"
"542" 183391 "chr2" 85646057 85650704 "-" "Olfr1002" 85648380.5 "chr2_2" "OR-Cluster-38" "II"
"543" 183407 "chr2" 85653334 85654050 "+" "Olfr1003-ps1" 85653692 "chr2_2" "OR-Cluster-38" "II"
"544" 183410 "chr2" 85656256 85656835 "-" "Olfr1004-ps1" 85656545.5 "chr2_2" "OR-Cluster-38" "II"
"545" 183413 "chr2" 85663377 85664455 "-" "Olfr154" 85663916 "chr2_2" "OR-Cluster-38" "II"
"546" 183421 "chr2" 85669822 85672240 "+" "Olfr1005-ps1" 85671031 "chr2_2" "OR-Cluster-38" "II"
"547" 183425 "chr2" 85673657 85678767 "-" "Olfr1006" 85676212 "chr2_2" "OR-Cluster-38" "II"
"548" 183444 "chr2" 85683262 85683399 "+" "Olfr1007-ps1" 85683330.5 "chr2_2" "OR-Cluster-38" "II"
"549" 183447 "chr2" 85689431 85690372 "+" "Olfr1008" 85689901.5 "chr2_2" "OR-Cluster-38" "II"
"550" 183454 "chr2" 85715419 85725136 "+" "Olfr1009" 85720277.5 "chr2_2" "OR-Cluster-38" "II"
"551" 183476 "chr2" 85748352 85754526 "+" "Olfr1010" 85751439 "chr2_2" "OR-Cluster-38" "II"
"552" 183485 "chr2" 85757353 85762766 "-" "Olfr1012" 85760059.5 "chr2_2" "OR-Cluster-38" "II"
"553" 183512 "chr2" 85767098 85774649 "+" "Olfr1013" 85770873.5 "chr2_2" "OR-Cluster-38" "II"
"554" 183528 "chr2" 85772713 85778974 "+" "Olfr1014" 85775843.5 "chr2_2" "OR-Cluster-38" "II"
"555" 183547 "chr2" 85782017 85787812 "+" "Olfr1015" 85784914.5 "chr2_2" "OR-Cluster-38" "II"
"556" 183567 "chr2" 85797618 85802544 "-" "Olfr1016" 85800081 "chr2_2" "OR-Cluster-38" "II"
"557" 183592 "chr2" 85808317 85808980 "-" "Olfr1017-ps1" 85808648.5 "chr2_2" "OR-Cluster-38" "II"
"558" 183598 "chr2" 85818479 85824221 "+" "Olfr1018" 85821350 "chr2_2" "OR-Cluster-38" "II"
"559" 183614 "chr2" 85839621 85845483 "-" "Olfr1019" 85842552 "chr2_2" "OR-Cluster-38" "II"
"560" 183634 "chr2" 85847030 85851794 "+" "Olfr1020" 85849412 "chr2_2" "OR-Cluster-38" "II"
"561" 183650 "chr2" 85858928 85864364 "+" "Olfr1021-ps1" 85861646 "chr2_2" "OR-Cluster-38" "II"
"562" 183658 "chr2" 85868594 85869541 "+" "Olfr1022" 85869067.5 "chr2_2" "OR-Cluster-38" "II"
"563" 183668 "chr2" 85885640 85891213 "+" "Olfr1023" 85888426.5 "chr2_2" "OR-Cluster-38" "II"
"564" 183687 "chr2" 85904069 85905052 "-" "Olfr1024" 85904560.5 "chr2_2" "OR-Cluster-38" "II"
"565" 183694 "chr2" 85915193 85921381 "+" "Olfr1025-ps1" 85918287 "chr2_2" "OR-Cluster-38" "II"
"566" 183710 "chr2" 85921558 85924623 "+" "Olfr1026" 85923090.5 "chr2_2" "OR-Cluster-38" "II"
"567" 183736 "chr2" 85932145 85933438 "+" "Olfr1027-ps1" 85932791.5 "chr2_2" "OR-Cluster-38" "II"
"568" 183740 "chr2" 85950437 85953910 "+" "Olfr1028" 85952173.5 "chr2_2" "OR-Cluster-38" "II"
"569" 183748 "chr2" 85973895 85978913 "+" "Olfr1029" 85976404 "chr2_2" "OR-Cluster-38" "II"
"570" 183765 "chr2" 85979276 85988294 "+" "Olfr1030" 85983785 "chr2_2" "OR-Cluster-38" "II"
"571" 183775 "chr2" 85990304 85993704 "+" "Olfr1031" 85992004 "chr2_2" "OR-Cluster-38" "II"
"572" 183791 "chr2" 86005540 86009125 "+" "Olfr1032" 86007332.5 "chr2_2" "OR-Cluster-38" "II"
"573" 183816 "chr2" 86020633 86045171 "+" "Olfr1033" 86032902 "chr2_2" "OR-Cluster-38" "II"
"574" 183862 "chr2" 86045861 86050742 "+" "Olfr1034" 86048301.5 "chr2_2" "OR-Cluster-38" "II"
"575" 183870 "chr2" 86046937 86057882 "-" "Olfr1035-ps1" 86052409.5 "chr2_2" "OR-Cluster-38" "II"
"576" 183877 "chr2" 86073992 86077194 "+" "Olfr1036" 86075593 "chr2_2" "OR-Cluster-38" "II"
"577" 183885 "chr2" 86084671 86087385 "-" "Olfr1037" 86086028 "chr2_2" "OR-Cluster-38" "II"
"578" 183929 "chr2" 86120223 86126356 "+" "Olfr1038-ps" 86123289.5 "chr2_2" "OR-Cluster-38" "II"
"579" 183949 "chr2" 86127995 86135928 "-" "Olfr1039" 86131961.5 "chr2_2" "OR-Cluster-38" "II"
"580" 183980 "chr2" 86145791 86146732 "-" "Olfr1040" 86146261.5 "chr2_2" "OR-Cluster-38" "II"
"581" 183987 "chr2" 86149343 86149613 "-" "Olfr1041-ps1" 86149478 "chr2_2" "OR-Cluster-38" "II"
"582" 183990 "chr2" 86156743 86161838 "-" "Olfr1042" 86159290.5 "chr2_2" "OR-Cluster-38" "II"
"583" 184007 "chr2" 86161890 86167522 "-" "Olfr1043" 86164706 "chr2_2" "OR-Cluster-38" "II"
"584" 184053 "chr2" 86168589 86177820 "-" "Olfr1044" 86173204.5 "chr2_2" "OR-Cluster-38" "II"
"585" 184076 "chr2" 86179412 86185683 "-" "Olfr52" 86182547.5 "chr2_2" "OR-Cluster-38" "II"
"586" 184092 "chr2" 86195910 86203009 "-" "Olfr1045" 86199459.5 "chr2_2" "OR-Cluster-38" "II"
"587" 184111 "chr2" 86214987 86219314 "-" "Olfr1046" 86217150.5 "chr2_2" "OR-Cluster-38" "II"
"588" 184127 "chr2" 86226567 86231401 "-" "Olfr1047" 86228984 "chr2_2" "OR-Cluster-38" "II"
"589" 184143 "chr2" 86233951 86240289 "-" "Olfr1048" 86237120 "chr2_2" "OR-Cluster-38" "II"
"590" 184159 "chr2" 86254357 86258328 "-" "Olfr1049" 86256342.5 "chr2_2" "OR-Cluster-38" "II"
"591" 184178 "chr2" 86267879 86268825 "-" "Olfr1050-ps1" 86268352 "chr2_2" "OR-Cluster-38" "II"
"592" 184181 "chr2" 86273814 86279088 "-" "Olfr1051" 86276451 "chr2_2" "OR-Cluster-38" "II"
"593" 184221 "chr2" 86292455 86299233 "+" "Olfr1052" 86295844 "chr2_2" "OR-Cluster-38" "II"
"594" 184247 "chr2" 86314343 86315284 "-" "Olfr1053" 86314813.5 "chr2_2" "OR-Cluster-38" "II"
"595" 184258 "chr2" 86332135 86335433 "-" "Olfr1054" 86333784 "chr2_2" "OR-Cluster-38" "II"
"596" 184279 "chr2" 86346624 86350284 "-" "Olfr1055" 86348454 "chr2_2" "OR-Cluster-38" "II"
"597" 184302 "chr2" 86354398 86362469 "-" "Olfr1056" 86358433.5 "chr2_2" "OR-Cluster-38" "II"
"598" 184321 "chr2" 86372561 86378393 "-" "Olfr1057" 86375477 "chr2_2" "OR-Cluster-38" "II"
"599" 184337 "chr2" 86384760 86388561 "-" "Olfr1058" 86386660.5 "chr2_2" "OR-Cluster-38" "II"
"600" 184353 "chr2" 86389032 86389617 "-" "Olfr1059-ps1" 86389324.5 "chr2_2" "OR-Cluster-38" "II"
"601" 184359 "chr2" 86397076 86398018 "-" "Olfr1060-ps1" 86397547 "chr2_2" "OR-Cluster-38" "II"
"602" 184362 "chr2" 86413109 86414050 "-" "Olfr1061" 86413579.5 "chr2_2" "OR-Cluster-38" "II"
"603" 184369 "chr2" 86420399 86426749 "-" "Olfr1062" 86423574 "chr2_2" "OR-Cluster-38" "II"
"604" 184388 "chr2" 86434311 86435252 "-" "Olfr1063-ps1" 86434781.5 "chr2_2" "OR-Cluster-38" "II"
"605" 184391 "chr2" 86437902 86438501 "-" "Olfr1064-ps1" 86438201.5 "chr2_2" "OR-Cluster-38" "II"
"606" 184394 "chr2" 86443958 86450591 "-" "Olfr1065" 86447274.5 "chr2_2" "OR-Cluster-38" "II"
"607" 184435 "chr2" 86455328 86456269 "-" "Olfr1066" 86455798.5 "chr2_2" "OR-Cluster-38" "II"
"608" 184442 "chr2" 86463791 86465075 "-" "Olfr1069-ps1" 86464433 "chr2_2" "OR-Cluster-38" "II"
"609" 184450 "chr2" 86473335 86473722 "-" "Olfr1070-ps1" 86473528.5 "chr2_2" "OR-Cluster-38" "II"
"610" 184453 "chr2" 86481921 86487386 "-" "Olfr228" 86484653.5 "chr2_2" "OR-Cluster-38" "II"
"611" 184472 "chr2" 86488416 86488796 "-" "Olfr1073-ps1" 86488606 "chr2_2" "OR-Cluster-38" "II"
"612" 184475 "chr2" 86497406 86497875 "+" "Olfr1075-ps1" 86497640.5 "chr2_2" "OR-Cluster-38" "II"
"613" 184481 "chr2" 86508461 86509402 "+" "Olfr1076" 86508931.5 "chr2_2" "OR-Cluster-38" "II"
"614" 184488 "chr2" 86525028 86528427 "-" "Olfr1077-ps1" 86526727.5 "chr2_2" "OR-Cluster-38" "II"
"615" 184498 "chr2" 86528891 86530427 "-" "Olfr1078-ps1" 86529659 "chr2_2" "OR-Cluster-38" "II"
"616" 184502 "chr2" 86536949 86542480 "-" "Olfr1079" 86539714.5 "chr2_2" "OR-Cluster-38" "II"
"617" 184531 "chr2" 86552675 86558235 "-" "Olfr1080" 86555455 "chr2_2" "OR-Cluster-38" "II"
"618" 184541 "chr2" 86567120 86568064 "-" "Olfr1081-ps1" 86567592 "chr2_2" "OR-Cluster-38" "II"
"619" 184544 "chr2" 86593412 86598966 "-" "Olfr1082" 86596189 "chr2_2" "OR-Cluster-38" "II"
"620" 184554 "chr2" 86606627 86607569 "-" "Olfr1083-ps" 86607098 "chr2_2" "OR-Cluster-38" "II"
"621" 184559 "chr2" 86638765 86639725 "-" "Olfr1084" 86639245 "chr2_2" "OR-Cluster-38" "II"
"622" 184567 "chr2" 86653665 86662019 "-" "Olfr1085" 86657842 "chr2_2" "OR-Cluster-38" "II"
"623" 184594 "chr2" 86676218 86680092 "-" "Olfr1086" 86678155 "chr2_2" "OR-Cluster-38" "II"
"624" 184610 "chr2" 86687235 86698395 "-" "Olfr1087" 86692815 "chr2_2" "OR-Cluster-38" "II"
"625" 184626 "chr2" 86704886 86705748 "-" "Olfr1088-ps1" 86705317 "chr2_2" "OR-Cluster-38" "II"
"626" 184629 "chr2" 86732584 86733701 "-" "Olfr1089" 86733142.5 "chr2_2" "OR-Cluster-38" "II"
"627" 184637 "chr2" 86752724 86758993 "-" "Olfr1090" 86755858.5 "chr2_2" "OR-Cluster-38" "II"
"628" 184662 "chr2" 86775318 86775912 "-" "Olfr1091-ps1" 86775615 "chr2_2" "OR-Cluster-38" "II"
"629" 184665 "chr2" 86778503 86778900 "+" "Olfr1092-ps1" 86778701.5 "chr2_2" "OR-Cluster-38" "II"
"630" 184668 "chr2" 86782479 86787616 "+" "Olfr1093" 86785047.5 "chr2_2" "OR-Cluster-38" "II"
"631" 184695 "chr2" 86804134 86810018 "-" "Olfr141" 86807076 "chr2_2" "OR-Cluster-38" "II"
"632" 184705 "chr2" 86824663 86830282 "+" "Olfr1094" 86827472.5 "chr2_2" "OR-Cluster-38" "II"
"633" 184722 "chr2" 86850770 86851696 "-" "Olfr1095" 86851233 "chr2_2" "OR-Cluster-38" "II"
"634" 184729 "chr2" 86869011 86874802 "-" "Olfr1096-ps1" 86871906.5 "chr2_2" "OR-Cluster-38" "II"
"635" 184739 "chr2" 86886773 86892216 "-" "Olfr1097" 86889494.5 "chr2_2" "OR-Cluster-38" "II"
"636" 184758 "chr2" 86920949 86924545 "-" "Olfr1098" 86922747 "chr2_2" "OR-Cluster-38" "II"
"637" 184777 "chr2" 86955126 86960693 "-" "Olfr1099" 86957909.5 "chr2_2" "OR-Cluster-38" "II"
"638" 184794 "chr2" 86976029 86979954 "-" "Olfr1100" 86977991.5 "chr2_2" "OR-Cluster-38" "II"
"639" 184811 "chr2" 86986291 86991221 "-" "Olfr1101" 86988756 "chr2_2" "OR-Cluster-38" "II"
"640" 184827 "chr2" 86998398 87003618 "+" "Olfr1102" 87001008 "chr2_2" "OR-Cluster-38" "II"
"641" 184844 "chr2" 87009938 87010874 "-" "Olfr1103-ps1" 87010406 "chr2_2" "OR-Cluster-38" "II"
"642" 184847 "chr2" 87020703 87027080 "-" "Olfr1104" 87023891.5 "chr2_2" "OR-Cluster-38" "II"
"643" 184876 "chr2" 87031260 87036531 "-" "Olfr1105" 87033895.5 "chr2_2" "OR-Cluster-38" "II"
"644" 184892 "chr2" 87046811 87052273 "-" "Olfr1106" 87049542 "chr2_2" "OR-Cluster-38" "II"
"645" 184917 "chr2" 87068671 87075817 "-" "Olfr1107" 87072244 "chr2_2" "OR-Cluster-38" "II"
"646" 184936 "chr2" 87083265 87083385 "-" "Olfr1108-ps1" 87083325 "chr2_2" "OR-Cluster-38" "II"
"647" 184939 "chr2" 87091195 87096008 "-" "Olfr1109" 87093601.5 "chr2_2" "OR-Cluster-38" "II"
"648" 184966 "chr2" 87104578 87114567 "-" "Olfr259" 87109572.5 "chr2_2" "OR-Cluster-38" "II"
"649" 185009 "chr2" 87133673 87140300 "-" "Olfr1110" 87136986.5 "chr2_2" "OR-Cluster-38" "II"
"650" 185025 "chr2" 87149181 87152624 "-" "Olfr1111" 87150902.5 "chr2_2" "OR-Cluster-38" "II"
"651" 185054 "chr2" 87187798 87192767 "+" "Olfr1112" 87190282.5 "chr2_2" "OR-Cluster-38" "II"
"652" 185073 "chr2" 87208970 87214650 "+" "Olfr1113" 87211810 "chr2_2" "OR-Cluster-38" "II"
"653" 185089 "chr2" 87226043 87226746 "+" "Olfr1114-ps1" 87226394.5 "chr2_2" "OR-Cluster-38" "II"
"654" 185096 "chr2" 87248013 87253868 "+" "Olfr1115" 87250940.5 "chr2_2" "OR-Cluster-38" "II"
"655" 185139 "chr2" 87267534 87278262 "+" "Olfr1116" 87272898 "chr2_2" "OR-Cluster-38" "II"
"656" 185158 "chr2" 87283212 87285275 "+" "Olfr1117-ps1" 87284243.5 "chr2_2" "OR-Cluster-38" "II"
"657" 185170 "chr2" 87307581 87313621 "+" "Olfr1118" 87310601 "chr2_2" "OR-Cluster-38" "II"
"658" 185193 "chr2" 87352839 87353472 "+" "Olfr1119-ps1" 87353155.5 "chr2_2" "OR-Cluster-38" "II"
"659" 185196 "chr2" 87354815 87361786 "+" "Olfr1120" 87358300.5 "chr2_2" "OR-Cluster-38" "II"
"660" 185212 "chr2" 87369895 87373469 "+" "Olfr1121" 87371682 "chr2_2" "OR-Cluster-38" "II"
"661" 185227 "chr2" 87385849 87391930 "+" "Olfr1122" 87388889.5 "chr2_2" "OR-Cluster-38" "II"
"662" 185247 "chr2" 87416635 87423211 "+" "Olfr1123" 87419923 "chr2_2" "OR-Cluster-38" "II"
"663" 185266 "chr2" 87430275 87436623 "+" "Olfr1124" 87433449 "chr2_2" "OR-Cluster-38" "II"
"664" 185283 "chr2" 87453962 87458911 "+" "Olfr1126" 87456436.5 "chr2_2" "OR-Cluster-38" "II"
"665" 185365 "chr2" 87523482 87524373 "-" "Olfr1127-ps1" 87523927.5 "chr2_2" "OR-Cluster-38" "II"
"666" 185371 "chr2" 87531796 87533053 "+" "Olfr153" 87532424.5 "chr2_2" "OR-Cluster-38" "II"
"667" 185379 "chr2" 87544607 87545542 "-" "Olfr1128" 87545074.5 "chr2_2" "OR-Cluster-38" "II"
"668" 185395 "chr2" 87573902 87577259 "+" "Olfr1129" 87575580.5 "chr2_2" "OR-Cluster-38" "II"
"669" 185419 "chr2" 87606212 87609852 "+" "Olfr1130" 87608032 "chr2_2" "OR-Cluster-38" "II"
"670" 185438 "chr2" 87627104 87630203 "+" "Olfr1131" 87628653.5 "chr2_2" "OR-Cluster-38" "II"
"671" 185463 "chr2" 87632583 87637535 "-" "Olfr1132" 87635059 "chr2_2" "OR-Cluster-38" "II"
"672" 185482 "chr2" 87645180 87647374 "-" "Olfr1133" 87646277 "chr2_2" "OR-Cluster-38" "II"
"673" 185498 "chr2" 87655673 87658460 "-" "Olfr1134" 87657066.5 "chr2_2" "OR-Cluster-38" "II"
"674" 185524 "chr2" 87669835 87673664 "-" "Olfr1135" 87671749.5 "chr2_2" "OR-Cluster-38" "II"
"675" 185540 "chr2" 87692881 87693947 "-" "Olfr1136" 87693414 "chr2_2" "OR-Cluster-38" "II"
"676" 185548 "chr2" 87708873 87713179 "-" "Olfr1137" 87711026 "chr2_2" "OR-Cluster-38" "II"
"677" 185564 "chr2" 87736747 87739978 "-" "Olfr1138" 87738362.5 "chr2_2" "OR-Cluster-38" "II"
"678" 185580 "chr2" 87743752 87747581 "+" "Olfr1140" 87745666.5 "chr2_2" "OR-Cluster-38" "II"
"679" 185600 "chr2" 87745000 87745167 "+" "Olfr1139-ps1" 87745083.5 "chr2_2" "OR-Cluster-38" "II"
"680" 185603 "chr2" 87753056 87753991 "-" "Olfr1141" 87753523.5 "chr2_2" "OR-Cluster-38" "II"
"681" 185610 "chr2" 87779483 87784572 "+" "Olfr152" 87782027.5 "chr2_2" "OR-Cluster-38" "II"
"682" 185635 "chr2" 87786027 87786831 "+" "Olfr1142-ps1" 87786429 "chr2_2" "OR-Cluster-38" "II"
"683" 185638 "chr2" 87800592 87804274 "+" "Olfr1143" 87802433 "chr2_2" "OR-Cluster-38" "II"
"684" 185665 "chr2" 87808344 87808671 "-" "Olfr1144-ps1" 87808507.5 "chr2_2" "OR-Cluster-38" "II"
"685" 185668 "chr2" 87809822 87810799 "+" "Olfr1145" 87810310.5 "chr2_2" "OR-Cluster-38" "II"
"686" 185681 "chr2" 87816534 87817476 "+" "Olfr1146-ps1" 87817005 "chr2_2" "OR-Cluster-38" "II"
