"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"gene_type"	"gene_name"	"level"	"mgi_id"	"havana_gene"	"OR_cluster"	"midpoint"	"Class"
"748"	"chr7"	108120691	108127449	6759	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110171.2"	"protein_coding"	"Olfr484"	2	"MGI:3030318"	"OTTMUSG00000059967.3"	"OR-Cluster-59"	108124070	"II"
"749"	"chr7"	108158918	108159871	954	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108995.1"	"protein_coding"	"Olfr485"	2	"MGI:3030319"	"OTTMUSG00000059968.1"	"OR-Cluster-59"	108159394.5	"II"
"750"	"chr7"	108171798	108172742	945	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096068.1"	"protein_coding"	"Olfr486"	2	"MGI:3030320"	"OTTMUSG00000059969.1"	"OR-Cluster-59"	108172270	"II"
"751"	"chr7"	108208868	108214636	5769	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095929.2"	"protein_coding"	"Olfr487"	2	"MGI:3030321"	"OTTMUSG00000059971.2"	"OR-Cluster-59"	108211752	"II"
"752"	"chr7"	108251617	108258347	6731	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096465.3"	"protein_coding"	"Olfr488"	2	"MGI:3030322"	"OTTMUSG00000059972.3"	"OR-Cluster-59"	108254982	"II"
"753"	"chr7"	108285893	108288934	3042	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109884.3"	"protein_coding"	"Olfr490"	2	"MGI:3030324"	"OTTMUSG00000059976.4"	"OR-Cluster-59"	108287413.5	"II"
"754"	"chr7"	108322730	108323674	945	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109497.1"	"protein_coding"	"Olfr492"	2	"MGI:3030326"	"OTTMUSG00000059979.1"	"OR-Cluster-59"	108323202	"II"
"755"	"chr7"	108346035	108346979	945	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000093980.1"	"protein_coding"	"Olfr493"	2	"MGI:3030327"	"OTTMUSG00000059980.1"	"OR-Cluster-59"	108346507	"II"
"756"	"chr7"	108475756	108477407	1652	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109213.2"	"unprocessed_pseudogene"	"Olfr499-ps1"	2	"MGI:3030333"	"OTTMUSG00000059986.2"	"OR-Cluster-59"	108476581.5	"II"
"757"	"chr7"	108520825	108525065	4241	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058014.4"	"protein_coding"	"Olfr502"	2	"MGI:3030336"	"OTTMUSG00000059991.2"	"OR-Cluster-59"	108522945	"II"
"758"	"chr7"	108564836	108565793	958	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060105.2"	"protein_coding"	"Olfr504"	2	"MGI:3030338"	"OTTMUSG00000059994.1"	"OR-Cluster-59"	108565314.5	"II"
"759"	"chr7"	108644336	108651906	7571	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049280.4"	"protein_coding"	"Olfr509"	2	"MGI:3030343"	"OTTMUSG00000060084.2"	"OR-Cluster-59"	108648121	"II"
"760"	"chr7"	108825065	108825997	933	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066241.2"	"protein_coding"	"Olfr514"	2	"MGI:3030348"	"OTTMUSG00000060090.1"	"OR-Cluster-59"	108825531	"II"
"761"	"chr7"	108843304	108843492	189	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109406.2"	"unprocessed_pseudogene"	"Olfr515-ps1"	2	"MGI:3030349"	"OTTMUSG00000060091.2"	"OR-Cluster-59"	108843398	"II"
"762"	"chr7"	108844788	108850529	5742	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062434.2"	"protein_coding"	"Olfr516"	2	"MGI:3030350"	"OTTMUSG00000060092.2"	"OR-Cluster-59"	108847658.5	"II"
"763"	"chr7"	108867208	108872379	5172	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066240.3"	"protein_coding"	"Olfr517"	2	"MGI:3030351"	"OTTMUSG00000060094.2"	"OR-Cluster-59"	108869793.5	"II"
"764"	"chr7"	108880188	108885006	4819	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000046431.2"	"protein_coding"	"Olfr518"	2	"MGI:3030352"	"OTTMUSG00000060095.2"	"OR-Cluster-59"	108882597	"II"
"765"	"chr7"	108893461	108894420	960	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066239.2"	"protein_coding"	"Olfr519"	2	"MGI:3030353"	"OTTMUSG00000055595.2"	"OR-Cluster-59"	108893940.5	"II"
"766"	"chr7"	140159999	140164764	4766	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051180.7"	"protein_coding"	"Olfr522"	2	"MGI:3030356"	"OTTMUSG00000060574.2"	"OR-Cluster-60"	140162381.5	"II"
"767"	"chr7"	140198499	140205964	7466	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050366.6"	"protein_coding"	"Olfr524"	2	"MGI:3030358"	"OTTMUSG00000060576.2"	"OR-Cluster-60"	140202231.5	"II"
"768"	"chr7"	140343815	140361671	17857	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060112.4"	"protein_coding"	"Olfr60"	2	"MGI:1333881"	"OTTMUSG00000060583.4"	"OR-Cluster-61"	140352743	"II"
"769"	"chr7"	140371872	140376331	4460	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060974.3"	"protein_coding"	"Olfr530"	2	"MGI:3030364"	"OTTMUSG00000060473.2"	"OR-Cluster-61"	140374101.5	"II"
"770"	"chr7"	140399045	140402918	3874	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062712.3"	"protein_coding"	"Olfr531"	2	"MGI:3030365"	"OTTMUSG00000060475.3"	"OR-Cluster-61"	140400981.5	"II"
"771"	"chr7"	140415710	140421639	5930	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063823.2"	"protein_coding"	"Olfr532"	2	"MGI:3030366"	"OTTMUSG00000060476.2"	"OR-Cluster-61"	140418674.5	"II"
"772"	"chr7"	140478760	140479629	870	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110169.1"	"unprocessed_pseudogene"	"Olfr534-ps1"	2	"MGI:3030368"	"OTTMUSG00000060478.2"	"OR-Cluster-61"	140479194.5	"II"
"773"	"chr7"	140500849	140507396	6548	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000052508.10"	"protein_coding"	"Olfr536"	2	"MGI:3030370"	"OTTMUSG00000060480.3"	"OR-Cluster-61"	140504122.5	"II"
"774"	"chr7"	140669126	140669737	612	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000109892.1"	"unprocessed_pseudogene"	"Olfr540-ps1"	2	"MGI:3030374"	"OTTMUSG00000060429.2"	"OR-Cluster-61"	140669431.5	"II"
"775"	"chr8"	72041218	72060630	19413	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000069998.5"	"protein_coding"	"Olfr372"	2	"MGI:3030206"	"OTTMUSG00000061130.2"	"OR-Cluster-62"	72050924	"II"
"776"	"chr8"	72083177	72103084	19908	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061561.5"	"protein_coding"	"Olfr373"	2	"MGI:3030207"	"OTTMUSG00000061131.2"	"OR-Cluster-62"	72093130.5	"II"
"777"	"chr8"	72107040	72118200	11161	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000046881.7"	"protein_coding"	"Olfr374"	2	"MGI:3030208"	"OTTMUSG00000061132.3"	"OR-Cluster-62"	72112620	"II"
"778"	"chr8"	83535780	83545227	9448	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047286.7"	"protein_coding"	"Olfr370"	2	"MGI:3030204"	"OTTMUSG00000061135.3"	"OR-Cluster-63"	83540503.5	"II"
"779"	"chr8"	85225988	85231509	5522	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051952.5"	"protein_coding"	"Olfr371"	2	"MGI:3030205"	"OTTMUSG00000061138.2"	"OR-Cluster-64"	85228748.5	"II"
"780"	"chr9"	3233346	3236427	3082	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110646.1"	"unprocessed_pseudogene"	"Olfr369-ps1"	2	"MGI:3030203"	"OTTMUSG00000061671.2"	NA	3234886.5	"II"
"781"	"chr9"	18854933	18859080	4148	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051414.5"	"protein_coding"	"Olfr829"	2	"MGI:3030663"	"OTTMUSG00000061149.2"	"OR-Cluster-65"	18857006.5	"II"
"782"	"chr9"	18874693	18878369	3677	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062868.4"	"protein_coding"	"Olfr830"	2	"MGI:3030664"	"OTTMUSG00000061150.2"	"OR-Cluster-65"	18876531	"II"
"783"	"chr9"	18937122	18948940	11819	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095957.2"	"protein_coding"	"Olfr832"	2	"MGI:3030666"	"OTTMUSG00000061198.2"	"OR-Cluster-65"	18943031	"II"
"784"	"chr9"	18987990	18988928	939	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095525.1"	"protein_coding"	"Olfr834"	2	"MGI:3030668"	"OTTMUSG00000061200.1"	"OR-Cluster-65"	18988459	"II"
"785"	"chr9"	19032735	19037670	4936	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045204.4"	"protein_coding"	"Olfr835"	2	"MGI:3030669"	"OTTMUSG00000061201.2"	"OR-Cluster-65"	19035202.5	"II"
"786"	"chr9"	19120382	19125938	5557	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059303.6"	"protein_coding"	"Olfr836"	2	"MGI:3030670"	"OTTMUSG00000061202.2"	"OR-Cluster-65"	19123160	"II"
"787"	"chr9"	19136317	19140641	4325	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110621.3"	"protein_coding"	"Olfr837"	2	"MGI:3030671"	"OTTMUSG00000061203.2"	"OR-Cluster-65"	19138479	"II"
"788"	"chr9"	19316347	19320097	3751	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049229.5"	"protein_coding"	"Olfr844"	2	"MGI:3030678"	"OTTMUSG00000061257.3"	"OR-Cluster-65"	19318222	"II"
"789"	"chr9"	19336457	19341718	5262	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061614.5"	"protein_coding"	"Olfr845"	2	"MGI:3030679"	"OTTMUSG00000061258.3"	"OR-Cluster-65"	19339087.5	"II"
"790"	"chr9"	19440266	19446923	6658	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000052182.4"	"protein_coding"	"Olfr849"	2	"MGI:3030683"	"OTTMUSG00000061263.2"	"OR-Cluster-65"	19443594.5	"II"
"791"	"chr9"	19493295	19502815	9521	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000052625.8"	"protein_coding"	"Olfr851"	2	"MGI:3030685"	"OTTMUSG00000061272.2"	"OR-Cluster-65"	19498055	"II"
"792"	"chr9"	19582617	19586030	3414	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043087.5"	"protein_coding"	"Olfr855"	2	"MGI:3030689"	"OTTMUSG00000061276.2"	"OR-Cluster-65"	19584323.5	"II"
"793"	"chr9"	19709433	19714930	5498	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094678.5"	"protein_coding"	"Olfr857"	2	"MGI:3030691"	"OTTMUSG00000061507.4"	"OR-Cluster-65"	19712181.5	"II"
"794"	"chr9"	19737451	19738380	930	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110578.1"	"unprocessed_pseudogene"	"Olfr858-ps1"	2	"MGI:3030692"	"OTTMUSG00000061508.1"	"OR-Cluster-65"	19737915.5	"II"
"795"	"chr9"	19780283	19785333	5051	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058659.6"	"protein_coding"	"Olfr58"	2	"MGI:1333790"	"OTTMUSG00000061509.3"	"OR-Cluster-65"	19782808	"II"
"796"	"chr9"	19804906	19817626	12721	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095448.3"	"protein_coding"	"Olfr859"	2	"MGI:3030693"	"OTTMUSG00000061510.2"	"OR-Cluster-65"	19811266	"II"
"797"	"chr9"	19875510	19876639	1130	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110518.1"	"unprocessed_pseudogene"	"Olfr861-ps1"	2	"MGI:3030695"	"OTTMUSG00000061698.1"	"OR-Cluster-65"	19876074.5	"II"
"798"	"chr9"	19916865	19929124	12260	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051118.9"	"protein_coding"	"Olfr77"	2	"MGI:2153206"	"OTTMUSG00000061700.3"	"OR-Cluster-65"	19922994.5	"II"
"799"	"chr9"	19996433	19997362	930	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110560.1"	"unprocessed_pseudogene"	"Olfr864-ps1"	2	"MGI:3030698"	"OTTMUSG00000061703.1"	"OR-Cluster-65"	19996897.5	"II"
"800"	"chr9"	20098626	20104754	6129	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000044106.5"	"protein_coding"	"Olfr868"	2	"MGI:3030702"	"OTTMUSG00000061729.3"	"OR-Cluster-65"	20101690	"II"
"801"	"chr9"	20129009	20138763	9755	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058491.8"	"protein_coding"	"Olfr869"	2	"MGI:3030703"	"OTTMUSG00000039732.5"	"OR-Cluster-65"	20133886	"II"
"802"	"chr9"	20212207	20213353	1147	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061457.3"	"protein_coding"	"Olfr871"	2	"MGI:3030705"	"OTTMUSG00000061731.1"	"OR-Cluster-65"	20212780	"II"
"803"	"chr9"	20237119	20261643	24525	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066897.8"	"protein_coding"	"Olfr872"	2	"MGI:3030706"	"OTTMUSG00000039733.4"	"OR-Cluster-65"	20249381	"II"
"804"	"chr9"	20282351	20287578	5228	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059623.6"	"protein_coding"	"Olfr39"	2	"MGI:1313142"	"OTTMUSG00000039734.4"	"OR-Cluster-65"	20284964.5	"II"
"805"	"chr9"	20298532	20303599	5068	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049028.8"	"protein_coding"	"Olfr873"	2	"MGI:3030707"	"OTTMUSG00000061732.4"	"OR-Cluster-65"	20301065.5	"II"
"806"	"chr9"	37745106	37748594	3489	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063350.6"	"protein_coding"	"Olfr874"	2	"MGI:3030708"	"OTTMUSG00000061753.2"	"OR-Cluster-66"	37746850	"II"
"807"	"chr9"	37771857	37774459	2603	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058628.4"	"protein_coding"	"Olfr875"	2	"MGI:3030709"	"OTTMUSG00000061754.2"	"OR-Cluster-66"	37773158	"II"
"808"	"chr9"	37803031	37808144	5114	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066750.3"	"protein_coding"	"Olfr876"	2	"MGI:3030710"	"OTTMUSG00000061755.2"	"OR-Cluster-66"	37805587.5	"II"
"809"	"chr9"	37854269	37857320	3052	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066749.3"	"protein_coding"	"Olfr877"	2	"MGI:3030711"	"OTTMUSG00000061756.2"	"OR-Cluster-66"	37855794.5	"II"
"810"	"chr9"	37896724	37903519	6796	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066748.4"	"protein_coding"	"Olfr145"	2	"MGI:2177528"	"OTTMUSG00000061757.3"	"OR-Cluster-66"	37900121.5	"II"
"811"	"chr9"	37917840	37922474	4635	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000066747.6"	"protein_coding"	"Olfr878"	2	"MGI:3030712"	"OTTMUSG00000061758.3"	"OR-Cluster-66"	37920157	"II"
"812"	"chr9"	37941415	37942108	694	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110675.1"	"unprocessed_pseudogene"	"Olfr879-ps1"	2	"MGI:3030713"	"OTTMUSG00000061768.1"	"OR-Cluster-66"	37941761.5	"II"
"813"	"chr9"	37968355	37968583	229	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110535.1"	"unprocessed_pseudogene"	"Olfr880-ps1"	2	"MGI:3030714"	"OTTMUSG00000061769.1"	"OR-Cluster-66"	37968469	"II"
"814"	"chr9"	37991825	37996408	4584	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060583.4"	"protein_coding"	"Olfr881"	2	"MGI:3030715"	"OTTMUSG00000061809.2"	"OR-Cluster-66"	37994116.5	"II"
"815"	"chr9"	38003071	38004895	1825	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110513.1"	"unprocessed_pseudogene"	"Olfr882-ps1"	2	"MGI:3030716"	"OTTMUSG00000061772.2"	"OR-Cluster-66"	38003983	"II"
"816"	"chr9"	38025808	38026737	930	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094461.1"	"protein_coding"	"Olfr883"	2	"MGI:3030717"	"OTTMUSG00000061770.2"	"OR-Cluster-66"	38026272.5	"II"
"817"	"chr9"	38046555	38050137	3583	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095893.4"	"protein_coding"	"Olfr884"	2	"MGI:3030718"	"OTTMUSG00000042489.5"	"OR-Cluster-66"	38048346	"II"
"818"	"chr9"	38061322	38062251	930	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096424.1"	"protein_coding"	"Olfr885"	2	"MGI:3030719"	"OTTMUSG00000061810.2"	"OR-Cluster-66"	38061786.5	"II"
"819"	"chr9"	38069587	38070748	1162	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110602.1"	"unprocessed_pseudogene"	"Olfr886-ps1"	2	"MGI:3030720"	"OTTMUSG00000061811.1"	"OR-Cluster-66"	38070167.5	"II"
"820"	"chr9"	38084072	38090737	6666	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096167.4"	"protein_coding"	"Olfr887"	2	"MGI:3030721"	"OTTMUSG00000061812.3"	"OR-Cluster-66"	38087404.5	"II"
"821"	"chr9"	38108128	38111381	3254	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095527.3"	"protein_coding"	"Olfr888"	2	"MGI:3030722"	"OTTMUSG00000061813.2"	"OR-Cluster-66"	38109754.5	"II"
"822"	"chr9"	38115198	38121245	6048	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096356.3"	"protein_coding"	"Olfr889"	2	"MGI:3030723"	"OTTMUSG00000061814.2"	"OR-Cluster-66"	38118221.5	"II"
"823"	"chr9"	38142517	38148375	5859	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096409.3"	"protein_coding"	"Olfr890"	2	"MGI:3030724"	"OTTMUSG00000061815.3"	"OR-Cluster-66"	38145446	"II"
"824"	"chr9"	38189727	38190658	932	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110431.1"	"polymorphic_pseudogene"	"Olfr892-ps1"	2	"MGI:3030726"	"OTTMUSG00000061818.1"	"OR-Cluster-66"	38190192.5	"II"
"825"	"chr9"	38208365	38211598	3234	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000093901.3"	"protein_coding"	"Olfr893"	2	"MGI:3030727"	"OTTMUSG00000061819.2"	"OR-Cluster-66"	38209981.5	"II"
"826"	"chr9"	38218055	38221706	3652	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070311.4"	"protein_coding"	"Olfr894"	2	"MGI:3030728"	"OTTMUSG00000061826.2"	"OR-Cluster-66"	38219880.5	"II"
"827"	"chr9"	38252774	38256549	3776	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094778.3"	"protein_coding"	"Olfr143"	2	"MGI:2177526"	"OTTMUSG00000061827.2"	"OR-Cluster-66"	38254661.5	"II"
"828"	"chr9"	38267851	38269735	1885	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096427.3"	"protein_coding"	"Olfr895"	2	"MGI:3030729"	"OTTMUSG00000061833.2"	"OR-Cluster-66"	38268793	"II"
"829"	"chr9"	38291107	38294465	3359	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111814.1"	"protein_coding"	"Olfr896-ps1"	2	"MGI:3030730"	"OTTMUSG00000061992.3"	"OR-Cluster-66"	38292786	"II"
"830"	"chr9"	38308797	38309731	935	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110881.1"	"polymorphic_pseudogene"	"Olfr897-ps1"	2	"MGI:3030731"	"OTTMUSG00000062001.1"	"OR-Cluster-66"	38309264	"II"
"831"	"chr9"	38329060	38335889	6830	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058270.3"	"protein_coding"	"Olfr25"	2	"MGI:109310"	"OTTMUSG00000062002.2"	"OR-Cluster-66"	38332474.5	"II"
"832"	"chr9"	38348411	38352919	4509	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094588.2"	"protein_coding"	"Olfr898"	2	"MGI:3030732"	"OTTMUSG00000062003.2"	"OR-Cluster-66"	38350665	"II"
"833"	"chr9"	38366896	38371355	4460	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049864.2"	"protein_coding"	"Olfr250"	2	"MGI:3030084"	"OTTMUSG00000062118.2"	"OR-Cluster-66"	38369125.5	"II"
"834"	"chr9"	38377086	38382474	5389	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096757.2"	"protein_coding"	"Olfr251"	2	"MGI:3030085"	"OTTMUSG00000062117.2"	"OR-Cluster-66"	38379780	"II"
"835"	"chr9"	38401698	38407997	6300	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049098.4"	"protein_coding"	"Olfr147"	2	"MGI:2660712"	"OTTMUSG00000062119.3"	"OR-Cluster-66"	38404847.5	"II"
"836"	"chr9"	38429455	38432682	3228	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000052058.3"	"protein_coding"	"Olfr901"	2	"MGI:3030735"	"OTTMUSG00000062120.3"	"OR-Cluster-66"	38431068.5	"II"
"837"	"chr9"	38447652	38450576	2925	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049334.3"	"protein_coding"	"Olfr902"	2	"MGI:3030736"	"OTTMUSG00000062121.2"	"OR-Cluster-66"	38449114	"II"
"838"	"chr9"	38456452	38457523	1072	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111032.1"	"unprocessed_pseudogene"	"Olfr1543-ps1"	2	"MGI:3031377"	"OTTMUSG00000062122.1"	"OR-Cluster-66"	38456987.5	"II"
"839"	"chr9"	38463144	38468995	5852	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094380.3"	"protein_coding"	"Olfr904"	2	"MGI:3030738"	"OTTMUSG00000062123.3"	"OR-Cluster-66"	38466069.5	"II"
"840"	"chr9"	38471107	38477013	5907	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096794.2"	"protein_coding"	"Olfr905"	2	"MGI:3030739"	"OTTMUSG00000062124.2"	"OR-Cluster-66"	38474060	"II"
"841"	"chr9"	38487085	38491560	4476	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000039962.3"	"protein_coding"	"Olfr906"	2	"MGI:3030740"	"OTTMUSG00000062125.3"	"OR-Cluster-66"	38489322.5	"II"
"842"	"chr9"	38495801	38499882	4082	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094810.3"	"protein_coding"	"Olfr907"	2	"MGI:3030741"	"OTTMUSG00000062126.3"	"OR-Cluster-66"	38497841.5	"II"
"843"	"chr9"	38516034	38516965	932	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000110991.1"	"polymorphic_pseudogene"	"Olfr908"	2	"MGI:3030742"	"OTTMUSG00000062127.2"	"OR-Cluster-66"	38516499.5	"II"
"844"	"chr9"	38521580	38527133	5554	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062621.3"	"protein_coding"	"Olfr911-ps1"	2	"MGI:3030745"	"OTTMUSG00000062128.3"	"OR-Cluster-66"	38524356.5	"II"
"845"	"chr9"	38537849	38540820	2972	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060114.4"	"protein_coding"	"Olfr910"	2	"MGI:3030744"	"OTTMUSG00000062186.2"	"OR-Cluster-66"	38539334.5	"II"
"846"	"chr9"	38580178	38586876	6699	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111448.2"	"protein_coding"	"Olfr912"	2	"MGI:3030746"	"OTTMUSG00000062187.3"	"OR-Cluster-66"	38583527	"II"
"847"	"chr9"	38592759	38596283	3525	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059189.3"	"protein_coding"	"Olfr913"	2	"MGI:3030747"	"OTTMUSG00000062188.2"	"OR-Cluster-66"	38594521	"II"
"848"	"chr9"	38605102	38610978	5877	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047050.2"	"protein_coding"	"Olfr914"	2	"MGI:3030748"	"OTTMUSG00000062189.2"	"OR-Cluster-66"	38608040	"II"
"849"	"chr9"	38752299	38760117	7819	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061039.5"	"protein_coding"	"Olfr920"	2	"MGI:3030754"	"OTTMUSG00000062199.2"	"OR-Cluster-66"	38756208	"II"
"850"	"chr9"	38773068	38779021	5954	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049926.5"	"protein_coding"	"Olfr921"	2	"MGI:3030755"	"OTTMUSG00000062201.3"	"OR-Cluster-66"	38776044.5	"II"
"851"	"chr9"	38814614	38819195	4582	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043911.5"	"protein_coding"	"Olfr922"	2	"MGI:3030756"	"OTTMUSG00000062203.2"	"OR-Cluster-66"	38816904.5	"II"
"852"	"chr9"	38826545	38830300	3756	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000044798.7"	"protein_coding"	"Olfr923"	2	"MGI:3030757"	"OTTMUSG00000062204.2"	"OR-Cluster-66"	38828422.5	"II"
"853"	"chr9"	38844449	38851495	7047	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062103.5"	"protein_coding"	"Olfr924"	2	"MGI:3030758"	"OTTMUSG00000062205.2"	"OR-Cluster-66"	38847972	"II"
"854"	"chr9"	38855060	38855990	931	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047667.5"	"protein_coding"	"Olfr26"	2	"MGI:109309"	"OTTMUSG00000062206.1"	"OR-Cluster-66"	38855525	"II"
"855"	"chr9"	38868866	38869645	780	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000111453.1"	"unprocessed_pseudogene"	"Olfr925-ps1"	2	"MGI:3030759"	"OTTMUSG00000062207.1"	"OR-Cluster-66"	38869255.5	"II"
"856"	"chr9"	38877126	38878176	1051	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000064333.2"	"protein_coding"	"Olfr926"	2	"MGI:3030760"	"OTTMUSG00000062208.1"	"OR-Cluster-66"	38877651	"II"
